provincia,departamento,rubro,productos,razón social,establecimiento
MENDOZA,lujan de cuyo,FRUTICULTURA/HORTICULTURA,AJO,BAMENEX S.A.,FINCA EL CARRIZAL
MENDOZA,lujan de cuyo,FRUTICULTURA/HORTICULTURA,INCULTO,BAMENEX S.A.,FINCA EL CARRIZAL
MENDOZA,lujan de cuyo,FRUTICULTURA/HORTICULTURA,CAMPO NATURAL,BAMENEX S.A.,FINCA EL CARRIZAL
MENDOZA,lujan de cuyo,FRUTICULTURA/HORTICULTURA,ZAPALLO,BAMENEX S.A.,FINCA EL CARRIZAL
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,INCULTO,BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,NUEZ PECAN,BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,HIGOS,BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,VID,BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,OLIVO,BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,CIRUELA,BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,CEREZA,BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,PERA,BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,MANZANA,BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,DURAZNO,BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,DAMASCO,BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO
MENDOZA,lujan de cuyo,FRUTICULTURA,VID,BEAU LIEU S.A.,BEAU LIEU SA
MENDOZA,junin,FRUTICULTURA/HORTICULTURA,VID,BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO
MENDOZA,junin,FRUTICULTURA/HORTICULTURA,DAMASCO,BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO
MENDOZA,junin,FRUTICULTURA/HORTICULTURA,CIRUELA,BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO
MENDOZA,junin,FRUTICULTURA/HORTICULTURA,INCULTO,BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO
MENDOZA,junin,FRUTICULTURA/HORTICULTURA,OLIVO,BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO
MENDOZA,junin,FRUTICULTURA/HORTICULTURA,DURAZNO,BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO
MENDOZA,junin,FRUTICULTURA/HORTICULTURA,CAMPO NATURAL,BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO
MENDOZA,lavalle,FRUTICULTURA/HORTICULTURA,DESCANSO,BIO AGRICULTORES S.A.,EL VERGEL
MENDOZA,lavalle,FRUTICULTURA/HORTICULTURA,AJO,BIO AGRICULTORES S.A.,EL VERGEL
MENDOZA,lavalle,FRUTICULTURA/HORTICULTURA,INCULTO,BIO AGRICULTORES S.A.,EL VERGEL
MENDOZA,tupungato,FRUTICULTURA,VID,BIO-ARGENTINA S.A.,LA CELESTE
MENDOZA,lujan de cuyo,FRUTICULTURA,UVAS,BLANCO JOSE,UGARTECHE
MENDOZA,san martin,FRUTICULTURA,VID,"BOCARDO, MARCELO",MARCELO BOCARDO
MENDOZA,lujan de cuyo,AGRICULTURA,VID,BODEGA ARGENTO S.A.,FINCA UGARTECHE
MENDOZA,la consulta,FRUTICULTURA,VID,BODEGA ARGENTO S.A.,FINCA ALTAMIRA
MENDOZA,el mirador,FRUTICULTURA,UVAS,BODEGAS Y VIÑEDOS BENEDETTI SRL,FINCA LAS YEGUITAS
MENDOZA,la paz,FRUTICULTURA,UVAS,BODEGAS Y VIÑEDOS BENEDETTI SRL,FINCA LA PAZ
MENDOZA,maipu,FRUTICULTURA,UVAS,BODEGAS Y VIÑEDOS BENEDETTI SRL,FINCA LA ISLA
MENDOZA,monte caseros,FRUTICULTURA,UVAS,BODEGAS Y VIÑEDOS BENEDETTI SRL,FINCA MONTECASEROS
MENDOZA,rivadavia,FRUTICULTURA,UVAS,BODEGAS Y VIÑEDOS BENEDETTI SRL,FINCA LOS CAMPAMENTOS
MENDOZA,san carlos,FRUTICULTURA,VID,BODEGAS Y VIÑEDOS V.O.B. S.A.,FINCA AURA (EX BODEGAS Y VIÑEDOS V.O.B.S.A.)
MENDOZA,san martin,FRUTICULTURA/HORTICULTURA,VID,BUONO BENITO ARNALDO,BUONO BENITO ARNALDO
MENDOZA,san martin,FRUTICULTURA/HORTICULTURA,INCULTO,BUONO BENITO ARNALDO,BUONO BENITO ARNALDO
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,VID,CAMPAL S.A.,FINCA EL CAMPAL
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,INCULTO,CAMPAL S.A.,FINCA EL CAMPAL
MENDOZA,malargue,FRUTICULTURA/HORTICULTURA,INCULTO,CAMPO GRANDE S.A.,ESTANCIA LAS CHACRAS
MENDOZA,malargue,FRUTICULTURA/HORTICULTURA,ABONO VERDE,CAMPO GRANDE S.A.,ESTANCIA LAS CHACRAS
MENDOZA,malargue,FRUTICULTURA/HORTICULTURA,CAMPO NATURAL,CAMPO GRANDE S.A.,ESTANCIA LAS CHACRAS
MENDOZA,tupungato,FRUTICULTURA/HORTICULTURA,VID,CAMPOS DE LA COLONIA S.A.,FINCA LAS UVAS
MENDOZA,lujan de cuyo,FRUTICULTURA,VID,CANTINIAN SA,CANTINIAN
MENDOZA,maipu,AGRICULTURA,CAÑA DE CASTILLA,CAÑA DE CASTILLA SRL,FINCA FABRICA
MENDOZA,maipu,AGRICULTURA,CAÑA DE CASTILLA,CAÑA DE CASTILLA SRL,FINCA IRIGOYEN
MENDOZA,maipu,AGRICULTURA,CAÑA DE CASTILLA,CAÑA DE CASTILLA SRL,FINCA IRIGOYEN FINAL
MENDOZA,maipu,AGRICULTURA,CAÑA DE CASTILLA,CAÑA DE CASTILLA SRL,FINCA LOS ALAMOS
MENDOZA,los yoles,FRUTICULTURA,UVAS,CAROLINA BENEDETTI,LOS YOLES
MENDOZA,lujan de cuyo,FRUTICULTURA,VID,CK Y ASOCIADOS S.A.,FINCA LUNLUNTA
MENDOZA,lujan de cuyo,FRUTICULTURA,OLIVOS,CK Y ASOCIADOS S.A.,FINCA LUNLUNTA
MENDOZA,maipu,FRUTICULTURA,VID,CK Y ASOCIADOS S.A.,VILLA SECA
MENDOZA,maipu,FRUTICULTURA,OLIVOS,CK Y ASOCIADOS S.A.,VILLA SECA
MENDOZA,san carlos,FRUTICULTURA/HORTICULTURA,AJO,COMPAÑIA AGRICOLA EL RODEO S.A.,FINCA ORGANICA SAN CARLOS
MENDOZA,san carlos,FRUTICULTURA/HORTICULTURA,ZAPALLO,COMPAÑIA AGRICOLA EL RODEO S.A.,FINCA ORGANICA SAN CARLOS
MENDOZA,rivadavia,FRUTICULTURA,UVAS,COMPAÑIA DE AGROSERVICIOS S.A.,DON JORGE
MENDOZA,rivadavia,FRUTICULTURA,ACEITUNAS,COMPAÑIA DE AGROSERVICIOS S.A.,DON JORGE
MENDOZA,rivadavia,FRUTICULTURA/HORTICULTURA,INCULTO,CUNCO S.A.,FINCA CUNCO
MENDOZA,rivadavia,FRUTICULTURA/HORTICULTURA,ZAPALLO,CUNCO S.A.,FINCA CUNCO
MENDOZA,rivadavia,FRUTICULTURA/HORTICULTURA,ABONO VERDE,CUNCO S.A.,FINCA CUNCO
MENDOZA,rivadavia,FRUTICULTURA/HORTICULTURA,AJO,CUNCO S.A.,FINCA CUNCO
MENDOZA,rivadavia,FRUTICULTURA/HORTICULTURA,DESCANSO,CUNCO S.A.,FINCA CUNCO
MENDOZA,rivadavia,FRUTICULTURA/HORTICULTURA,CEBOLLA,CUNCO S.A.,FINCA CUNCO
MENDOZA,rivadavia,FRUTICULTURA/HORTICULTURA,PAPA,CUNCO S.A.,FINCA CUNCO
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,INCULTO,DJALLAD ANA REBECA,LA AMISTAD
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,CIRUELA,DJALLAD ANA REBECA,LA AMISTAD
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,ZAPALLO,DJALLAD ANA REBECA,LA AMISTAD
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,OLIVO,DJALLAD ANA REBECA,LA AMISTAD
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,TOMATE,DJALLAD ANA REBECA,LA AMISTAD
MENDOZA,maipu,FRUTICULTURA,VID,DOMAINE JEAN BOUSQUET  S.A.,FINCA MAIPU DELICIAS DE TUPUNGATO SA
MENDOZA,tupungato,FRUTICULTURA,VID,DOMAINE JEAN BOUSQUET  S.A.,FINCA DOMAINE BOUSQUET
MENDOZA,tupungato,FRUTICULTURA,VID,DOMAINE JEAN BOUSQUET  S.A.,FINCA EL ZAMPAL DELICIAS DE TUPUNGATO SA
MENDOZA,guaymallen,HORTICULTURA,HORTALIZAS,EDUARDO Y FABIAN CAMPAGNA SH,LOS CORRALITOS
MENDOZA,san rafael,FRUTICULTURA,VID,EL MORO SRL,FINCA DINAMIA
MENDOZA,la paz,FRUTICULTURA,UVAS,EMPRESA COMERCIAL EXPORTADORA S.A.,LAS 3 F
MENDOZA,lujan de cuyo,FRUTICULTURA,UVAS,EMPRESA COMERCIAL EXPORTADORA S.A.,CHACRAS DE CORIA
MENDOZA,san carlos,FRUTICULTURA,UVAS,ESTABLECIMIENTOS VITIVINICOLAS ESCORIHUELA S.A.,ALTAMIRA
MENDOZA,tunuyan,FRUTICULTURA/HORTICULTURA,VID,ESTANCIA CASA DE UCO S.A.,ESTANCIA CASA DE UCO
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,DAMASCO,FENIX S.A.,FINCA REAL DEL PADRE
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,UVA DE MESA,FENIX S.A.,FINCA REAL DEL PADRE
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,INCULTO,FENIX S.A.,FINCA REAL DEL PADRE
MENDOZA,godoy cruz,FRUTICULTURA/HORTICULTURA,VID,FIDEICOMISO BAX,FIDEICOMISO BAX
MENDOZA,godoy cruz,FRUTICULTURA/HORTICULTURA,INCULTO,FIDEICOMISO BAX,FIDEICOMISO BAX
MENDOZA,guaymallen,AGRICULTURA,CENTENO,FIDEICOMISO SANTA RITA,FINCA SANTA RITA
MENDOZA,guaymallen,AGRICULTURA,PASTIZAL NATURAL,FIDEICOMISO SANTA RITA,FINCA SANTA RITA
MENDOZA,san rafael,FRUTICULTURA,VID,FINCA CONSTANZA SA,FINCA DOÑA CONSTANZA (EX FINCA EL MIRADOR)
MENDOZA,lujan de cuyo,FRUTICULTURA,VID,FINCA VON WIGSTEIN,FINCA ALPAMANTA
MENDOZA,tunuyan,FRUTICULTURA/HORTICULTURA,VID,FRUTIHORTICOLA SAN NICOLAS SA,FRUTIHORTICOLA SAN NICOLAS
MENDOZA,fray luis beltran,FRUTICULTURA,ACEITUNAS,FRUTOS DE SANTA ROSA S.A.,FINCA BELTRAN
MENDOZA,maipu,FRUTICULTURA,UVAS,FRUTOS DE SANTA ROSA S.A.,FRAY LUIS BELTRAN
MENDOZA,santa rosa,FRUTICULTURA,UVAS,FRUTOS DE SANTA ROSA S.A.,SANTA ROSA
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,CIRUELA,GASPARETTI MAURICIO,EL AGUARIBAY
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,ACEITUNAS,GASPARETTI MAURICIO,EL AGUARIBAY
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,FORESTALES,GASPARETTI MAURICIO,EL AGUARIBAY
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,CAMPO NATURAL,GASPARETTI MAURICIO,EL AGUARIBAY
MENDOZA,la paz,FRUTICULTURA,VID,GRUPO PEÑAFLOR SA,FINCA LA PAZ
MENDOZA,san martin,FRUTICULTURA,VID,GRUPO PEÑAFLOR SA,FINCA ALTO VERDE
MENDOZA,santa rosa,FRUTICULTURA,VID,GRUPO PEÑAFLOR SA,FINCA SANTA ROSA
MENDOZA,santa rosa,FRUTICULTURA,DAMASCO,GRUPO PEÑAFLOR SA,FINCA SANTA ROSA
MENDOZA,lujan de cuyo,FRUTICULTURA/HORTICULTURA,VID,HAGEN DE MONTERO GUILLERMINA,FINCA MONTERO
MENDOZA,lujan de cuyo,FRUTICULTURA/HORTICULTURA,CAMPO NATURAL,HAGEN DE MONTERO GUILLERMINA,FINCA MONTERO
MENDOZA,tunuyan,FRUTICULTURA/HORTICULTURA,ZAPALLO,IZASKUN SA,FINCA CORTESIA
MENDOZA,tunuyan,FRUTICULTURA/HORTICULTURA,DESCANSO,IZASKUN SA,FINCA CORTESIA
MENDOZA,tunuyan,FRUTICULTURA/HORTICULTURA,ZANAHORIA,IZASKUN SA,FINCA CORTESIA
MENDOZA,santa rosa,FRUTICULTURA,UVAS,JESUS CARLOS FANTELLI E HIJOS,FINCA BODEGA
MENDOZA,santa rosa,FRUTICULTURA,UVAS PARA VINIFICAR,JESUS CARLOS FANTELLI E HIJOS,BETTI
MENDOZA,santa rosa,FRUTICULTURA,UVAS PARA VINIFICAR,JESUS CARLOS FANTELLI E HIJOS,AGUSTIN
MENDOZA,godoy cruz,FRUTICULTURA/HORTICULTURA,NOGAL,LA MARIA DE LOS ARBOLES SRL,LA MARIA DE LOS ARBOLES
MENDOZA,godoy cruz,FRUTICULTURA/HORTICULTURA,MONTE,LA MARIA DE LOS ARBOLES SRL,LA MARIA DE LOS ARBOLES
MENDOZA,godoy cruz,FRUTICULTURA/HORTICULTURA,INCULTO,LA MARIA DE LOS ARBOLES SRL,LA MARIA DE LOS ARBOLES
MENDOZA,la consulta,FRUTICULTURA/HORTICULTURA,VID,LACIENDA SA,LACIENDA
MENDOZA,la consulta,FRUTICULTURA/HORTICULTURA,VID,LACIENDA SA,REPRESA TREGEA
MENDOZA,los barriales,FRUTICULTURA,CIRUELAS,LAIANA S.R.L.,LAIANA
MENDOZA,los barriales,FRUTICULTURA,ACEITUNAS,LAIANA S.R.L.,LAIANA
MENDOZA,lujan de cuyo,FRUTICULTURA/HORTICULTURA,VID,LAS YEGUAS S.A.,LAS YEGUAS
MENDOZA,lujan de cuyo,FRUTICULTURA/HORTICULTURA,NUEZ,LAS YEGUAS S.A.,LAS YEGUAS
MENDOZA,rivadavia,FRUTICULTURA,ACEITUNAS,LIPTOV S.A.,EL RANCHO
MENDOZA,rivadavia,FRUTICULTURA,ACEITUNAS,LIPTOV S.A.,LA ESTRELLA
MENDOZA,rivadavia,FRUTICULTURA,CIRUELAS,LIPTOV S.A.,LA ESTRELLA
MENDOZA,rivadavia,FRUTICULTURA,DAMASCOS,LIPTOV S.A.,LA ESTRELLA
MENDOZA,mendoza,FRUTICULTURA,VID,LLIHUE S.A.,FINCA CAYANTA
MENDOZA,mendoza,FRUTICULTURA,VID,LLIHUE S.A.,FINCA LA MAROLINA
MENDOZA,santa rosa,FRUTICULTURA/HORTICULTURA,CIRUELA,LOS EUCALIPTOS S.A.,FINCA LOS EUCALIPTOS
MENDOZA,santa rosa,FRUTICULTURA/HORTICULTURA,INCULTO,LOS EUCALIPTOS S.A.,FINCA LOS EUCALIPTOS
MENDOZA,santa rosa,FRUTICULTURA/HORTICULTURA,DURAZNO,LOS EUCALIPTOS S.A.,FINCA LOS EUCALIPTOS
MENDOZA,santa rosa,FRUTICULTURA/HORTICULTURA,VID,LOS EUCALIPTOS S.A.,FINCA LOS EUCALIPTOS
MENDOZA,santa rosa,FRUTICULTURA/HORTICULTURA,OLIVO,LOS EUCALIPTOS S.A.,FINCA LOS EUCALIPTOS
MENDOZA,santa rosa,FRUTICULTURA/HORTICULTURA,CAMPO NATURAL,LOS EUCALIPTOS S.A.,FINCA LOS EUCALIPTOS
MENDOZA,tupungato,FRUTICULTURA,VID,"MASI, TUPUNGATO VIGNETI LA ARBOLEDA SA",MASI VIGNETI LA ARBOLEDA SA
MENDOZA,santa rosa,FRUTICULTURA/HORTICULTURA,VID,MIRAVALLES S.A.,E-30686
MENDOZA,santa rosa,FRUTICULTURA/HORTICULTURA,INCULTO,MIRAVALLES S.A.,E-30686
MENDOZA,santa rosa,FRUTICULTURA/HORTICULTURA,CAMPO NATURAL,MIRAVALLES S.A.,E-30686
MENDOZA,la paz,FRUTICULTURA,UVAS,MIX S.A.,UVAS DEL DESIERTO
MENDOZA,maipu,FRUTICULTURA,UVAS PARA VINIFICAR,MONTLAIZ S.R.L.,LA FLOR
MENDOZA,san martin,FRUTICULTURA,UVAS PARA VINIFICAR,MONTLAIZ S.R.L.,DOÑA LIDIA
MENDOZA,san martin,FRUTICULTURA,UVAS PARA VINIFICAR,MONTLAIZ S.R.L.,DON HUGO
MENDOZA,ugarteche,FRUTICULTURA,UVAS,NADAL JUAN GUSTAVO,LA AMPARO
MENDOZA,lujan de cuyo,FRUTICULTURA,VID,OJO DE VINO SA,OJO DE VINO SA
MENDOZA,malargüe,APICULTURA,MIEL,OLATE JUAN CARLOS,"MARQUEZ 1 Y 2, MOLLAR 1 Y 2 (GRUPO AP. MALARGÜE)"
MENDOZA,rivadavia,FRUTICULTURA,VID,OLIVARES DE DON IGNACIO S.A.,LA LIBERTAD
MENDOZA,rivadavia,FRUTICULTURA,OLIVOS,OLIVARES DE DON IGNACIO S.A.,LA LIBERTAD
MENDOZA,lujan de cuyo,FRUTICULTURA/HORTICULTURA,VID,ORGANIC COSTAFLORES S.A.,FINCA COSTAFLORES
MENDOZA,lujan de cuyo,FRUTICULTURA/HORTICULTURA,NOGAL,ORGANIC COSTAFLORES S.A.,FINCA COSTAFLORES
MENDOZA,lujan de cuyo,FRUTICULTURA/HORTICULTURA,INCULTO,ORGANIC COSTAFLORES S.A.,FINCA COSTAFLORES
MENDOZA,tupungato,FRUTICULTURA/HORTICULTURA,VID,PALUMBO GOTTARDINI CARLOS ROBERTO,ORALIA STATE
MENDOZA,junin,FRUTICULTURA,OLIVOS,PARRA SA,CUARTEL 24 (EX PARRA SA)
MENDOZA,junin,FRUTICULTURA,DAMASCO,PARRA SA,CUARTEL 24 (EX PARRA SA)
MENDOZA,junin,FRUTICULTURA,CIRUELA,PARRA SA,CUARTEL 24 (EX PARRA SA)
MENDOZA,san martin,FRUTICULTURA,VID,PATGO S.A,VIÑA PATRICIA
MENDOZA,san martin,FRUTICULTURA,OLIVOS,PATGO S.A,VIÑA PATRICIA
MENDOZA,maipu,FRUTICULTURA/HORTICULTURA,INCULTO,PEDRO Y JORGE CECCHIN S.R.L.,FINCAS RUSSEL  - JUNIN  - UGARTECHE
MENDOZA,maipu,FRUTICULTURA/HORTICULTURA,OLIVO,PEDRO Y JORGE CECCHIN S.R.L.,FINCAS RUSSEL  - JUNIN  - UGARTECHE
MENDOZA,maipu,FRUTICULTURA/HORTICULTURA,VID,PEDRO Y JORGE CECCHIN S.R.L.,FINCAS RUSSEL  - JUNIN  - UGARTECHE
MENDOZA,maipu,FRUTICULTURA,VID,PEÑAVID SA,FINCA TRIBUTO
MENDOZA,maipu,FRUTICULTURA,OLIVOS,PEÑAVID SA,FINCA TRIBUTO
MENDOZA,lujan de cuyo,FRUTICULTURA,UVAS,PROVIVA S.R.L,AGRELO
MENDOZA,la consulta,FRUTICULTURA,UVAS,PROVIVA S.R.L.,ALTAMIRA I
MENDOZA,la consulta,FRUTICULTURA,UVAS,PROVIVA S.R.L.,ALTAMIRA II
MENDOZA,lujan de cuyo,FRUTICULTURA,UVAS,PROVIVA S.R.L.,DRUMMOND
MENDOZA,las heras,FRUTICULTURA/HORTICULTURA,ABONO VERDE,PUENTE BLANCO S.A.,ESTANCIA EL TAMBILLO
MENDOZA,las heras,FRUTICULTURA/HORTICULTURA,AJO,PUENTE BLANCO S.A.,ESTANCIA EL TAMBILLO
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,AJO,PUENTE BLANCO S.A.,ESTANCIA LOS AMIGOS
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,ABONO VERDE,PUENTE BLANCO S.A.,ESTANCIA LOS AMIGOS
MENDOZA,vista flores,FRUTICULTURA/HORTICULTURA,UVAS,PUERTO ANCONA S.A.,VISTA FLORES
MENDOZA,vista flores,FRUTICULTURA/HORTICULTURA,AROMATICAS,PUERTO ANCONA S.A.,VISTA FLORES
MENDOZA,san rafael,HORTICULTURA,ESPARRAGO,R6 LA GUEVARINA S.A.,R6 LA GUEVARINA
MENDOZA,san carlos,FRUTICULTURA/HORTICULTURA,VID,RABIDA ESCOBAR MARIA PAULA,FINCA 2R
MENDOZA,san carlos,FRUTICULTURA/HORTICULTURA,NOGAL,RABIDA ESCOBAR MARIA PAULA,FINCA 2R
MENDOZA,san carlos,FRUTICULTURA/HORTICULTURA,INCULTO,RABIDA ESCOBAR MARIA PAULA,FINCA 2R
MENDOZA,san carlos,FRUTICULTURA/HORTICULTURA,OLIVO,RABIDA ESCOBAR MARIA PAULA,FINCA 2R
MENDOZA,san carlos,FRUTICULTURA/HORTICULTURA,ALFALFA,RABIDA ESCOBAR MARIA PAULA,FINCA 2R
MENDOZA,tunuyan,FRUTICULTURA,VID,S.A. BODEGA ENRIQUE VOLLMER - UCO VALLEY,BODEGAS VOLLMER UCOVALLEY S.A.
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,CIRUELA,SANCHEZ PEDRO PASCUAL,FINCA LAS PAREDES
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,INCULTO,SANCHEZ PEDRO PASCUAL,FINCA LAS PAREDES
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,CIRUELA DESECADA,SANCHEZ PEDRO PASCUAL,FINCA LAS PAREDES
MENDOZA,lavalle,FRUTICULTURA/HORTICULTURA,AJO,SANES S.A.,FINCA LA ULTIMA
MENDOZA,lavalle,FRUTICULTURA/HORTICULTURA,CEBOLLA,SANES S.A.,FINCA LA ULTIMA
MENDOZA,lavalle,FRUTICULTURA/HORTICULTURA,CAMPO NATURAL,SANES S.A.,FINCA LA ULTIMA
MENDOZA,lavalle,FRUTICULTURA/HORTICULTURA,INCULTO,SANES S.A.,FINCA LA ULTIMA
MENDOZA,san martin,FRUTICULTURA,UVAS PARA VINIFICAR,SAVOINI MARIO ANTONIO,FINCA SAVOINI
MENDOZA,san martin,FRUTICULTURA,UVAS FRESCAS (MESA),SAVOINI MARIO ANTONIO,FINCA SAVOINI
MENDOZA,villa atuel,FRUTICULTURA/HORTICULTURA,VID,SOLANDES S.A.,SOLANDES
MENDOZA,villa atuel,FRUTICULTURA/HORTICULTURA,ACEITUNAS,SOLANDES S.A.,SOLANDES
MENDOZA,villa atuel,FRUTICULTURA/HORTICULTURA,INCULTO,SOLANDES S.A.,SOLANDES
MENDOZA,junin,FRUTICULTURA,CIRUELAS,SONIA Y LILIANA FERRO S.H.,RODRIGUEZ PEÑA
MENDOZA,junin,FRUTICULTURA,UVAS,SONIA Y LILIANA FERRO S.H.,RODRIGUEZ PEÑA
MENDOZA,junin,FRUTICULTURA,ACEITUNAS,SONIA Y LILIANA FERRO S.H.,RODRIGUEZ PEÑA
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,VID,STAGNITTI ALBERTO,LA MACARENA
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,INCULTO,STAGNITTI ALBERTO,LA MACARENA
MENDOZA,san rafael,FRUTICULTURA/HORTICULTURA,MEMBRILLO,STAGNITTI ALBERTO,LA MACARENA
MENDOZA,lujan de cuyo,FRUTICULTURA/HORTICULTURA,CEREZA,TACCHINI FABIO,VISTALBA
MENDOZA,tupungato,FRUTICULTURA/HORTICULTURA,ZAPALLO,TEPEU S.R.L,FINCA MUÑOZ HNOS.
MENDOZA,tupungato,FRUTICULTURA/HORTICULTURA,CHOCLO,TEPEU S.R.L,FINCA MUÑOZ HNOS.
MENDOZA,vista flores,FRUTICULTURA,UVAS PARA VINIFICAR,THIBAULT LEPOUTRE,FINCA CHACAYES NORTE (EX FINCA CHACAYES)
MENDOZA,tunuyan,FRUTICULTURA/HORTICULTURA,VID,VAL DE FLORES S.A.,VAL DE FLORES
MENDOZA,tunuyan,FRUTICULTURA/HORTICULTURA,INCULTO,VAL DE FLORES S.A.,VAL DE FLORES
MENDOZA,lujan de cuyo,FRUTICULTURA,UVAS,VALENCIA MIGUEL,LA SERENA
MENDOZA,maipu,FRUTICULTURA,UVAS,VALENCIA MIGUEL,LOS ALAMOS
MENDOZA,rivadavia,FRUTICULTURA,UVAS,VALENCIA MIGUEL,MEDRANO
MENDOZA,guaymallen,FRUTICULTURA,VID,"VALENCIA, ROBERTO OSCAR",FINCA VALENCIA
MENDOZA,san rafael,FRUTICULTURA,VID,VALENTIN BIANCHI SACIF,FINCA ASTI
MENDOZA,san rafael,FRUTICULTURA,VID,VALENTIN BIANCHI SACIF,FINCA DOÑA ELSA
MENDOZA,san rafael,FRUTICULTURA,VID,VALENTIN BIANCHI SACIF,FINCA LAS PAREDES
MENDOZA,san rafael,AGRICULTURA,OLIVO,VILLA ATUEL S.A.,FINCA VILLA ATUEL
MENDOZA,santa rosa,FRUTICULTURA/HORTICULTURA,CIRUELA,VILLAR JUAN JOSE,FINCA DOÑA CARMEN
MENDOZA,santa rosa,FRUTICULTURA/HORTICULTURA,VID,VILLAR JUAN JOSE,FINCA DOÑA CARMEN
MENDOZA,santa rosa,FRUTICULTURA/HORTICULTURA,INCULTO,VILLAR JUAN JOSE,FINCA DOÑA CARMEN
MENDOZA,santa rosa,FRUTICULTURA/HORTICULTURA,CAMPO NATURAL,VILLAR JUAN JOSE,FINCA DOÑA CARMEN
MENDOZA,san carlos,FRUTICULTURA,VID,VIÑA ESENCIA S.A.,FINCA ALEGRA
MENDOZA,san martin,FRUTICULTURA,VID,VIÑAS DE ALTO SALVADOR S.A.V.A.I.C,"FINCA ""DOÑA CRISTINA"" (INV E61522)"
MENDOZA,san martin,FRUTICULTURA,VID,VIÑAS DE ALTO SALVADOR S.A.V.A.I.C,"FINCA ""LA SEDE "" (INV F 01047)(EX CENTRAL)"
MENDOZA,lujan de cuyo,FRUTICULTURA,VID,VIÑAS DE CUYO S.A.,FINCA AGRELO
MENDOZA,lujan de cuyo,FRUTICULTURA,OLIVOS,VIÑAS DE CUYO S.A.,FINCA AGRELO
MENDOZA,lujan de cuyo,FRUTICULTURA/HORTICULTURA,VID,VIÑAS DE LUJAN S.R.L.,VIÑAS DE LUJAN
MENDOZA,lujan de cuyo,FRUTICULTURA,VINO,VITTORI ROBERTO Y VERONICA S.H.,CASTRO BARRO
MENDOZA,lujan de cuyo,FRUTICULTURA,UVAS,VITTORI ROBERTO Y VERONICA S.H.,CASTRO BARRO
